review,customer_ID,Date,taste,taste_score,amount,amount_score,delivery,delivery_score,menu,Selected_Menu
파스타 맛집~~~!,vv**님,2023년 4월 18일,맛,4,양,4,배달,0,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드)),[ 강력추천 ] 우삼겹 （ 필라프 ）/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))","베이컨 토마토파스타, 단호박 샐러드"
너무너무 맛있습니다! 감사합니다!,jy**님,2023년 4월 17일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드)),[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","미트소스 파스타, 포테이토 샐러드, 단호박 샐러드"
"와 간만에 진짜 맛있는 필라프 먹었어요 양도 적당하고
재료도 푸짐하네요",gl**님,2023년 4월 17일,맛,5,양,5,배달,5,"치킨마요 필라프/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",치킨마요 필라프
늘 잘 먹고있습니다. 감사합니다.,mo**님,2023년 4월 17일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋[[인기]]（일반）왕새우 4개 추가),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",
짱 맛있어요 다음에는 다른 메뉴도 시켜보려고요,rn**님,2023년 4월 16일,맛,5,양,5,배달,5,새우 비스크소스 파스타/1,새우 비스크소스 파스타
필라프 새우도 많구 맛있어용 단호박샐러드에 있는 당근은 너무 큼직해서 아쉬워요,hb**님,2023년 4월 16일,맛,5,양,5,배달,5,"새우 비스크소스 필라프/1,[인기]단호박샐러드와Grilled 스테이크（90g）/1",새우 비스크소스 필라프
맛있고 자주 시켜먹을게요~~,hj**님,2023년 4월 16일,맛,5,양,5,배달,5,"쉬림프&베이컨 크림리조또/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",쉬림프&베이컨 크림리조또
"파스타가 갑자기 땡겨서 인기순으로 검색해서
주문해봤는데 인기많은 이유가 있네요
크림파스타 약간 매콤한 것이 느끼함이 덜하면서
맛있네요~글고 맛은 기본이고 양이 진짜 많아요!
잘먹었습니다^^",re**님,2023년 4월 16일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",
맛있게 잘 먹었습니다~,no**님,2023년 4월 16일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프&베이컨 로제파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋트레비탄산수（자몽）300mL))","쉬림프&베이컨 로제파스타, 육즙가득 통소세지"
너무 맛있어요!!!  감사합니다,mo**님,2023년 4월 16일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋기본]),메뉴1） 추가선택(＋메뉴1）Grilled왕새우2개（토핑）),둘이서 콤보 메뉴 선택2(＋김치 베이컨 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),음료수 추가선택(코카콜라 355mL 추가))","포테이토 샐러드, 단호박 샐러드, 치킨너겟"
넘맛있습니다^^최고,do**님,2023년 4월 15일,맛,5,양,5,배달,5,"[ 강력추천 ] 우삼겹 （ 필라프 ）/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))",포테이토 샐러드
맛잇게 먹었습니다 감사합니다,da**님,2023년 4월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(새우 비스크소스 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋（중독）매콤 도로시 크림파스타),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개))","새우 비스크소스 파스타, 포테이토 샐러드, 단호박 샐러드, 치킨너겟"
여기 파스타가 진리입니다~~ 애들이 늘 여기서 시켜달래요~ 진짜 맛있고 배달도 빨리왔네요^^,kh**님,2023년 4월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋쉬림프 알리오올리오),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋（담백）도로시 크림파스타（맵기x）),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","쉬림프 알리오올리오, 육즙가득 통소세지"
너무 맛있어서 급하게 먹느라 사진찍는것도 깜빡했네요 ㅠ 너무맛있게 잘먹었습니다 ㅎ,co**님,2023년 4월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 로제 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","육즙가득 통소세지, 포테이토 샐러드"
배달이 빨리와서 좋았어요 파스타생각나면 주문하는데 토핑도 실하고 맛있습니다,ar**님,2023년 4월 15일,맛,5,양,5,배달,5,"둘이서 만찬 세트（스테이크1＋메뉴1＋음료1）/1(메뉴 선택(새우 비스크소스 파스타),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),스테이크 선택(＋[[인기]]큐브스테이크 & Grilled 왕새우（4개）),음료 선택(펩시 제로 355mL))","새우 비스크소스 파스타, 단호박 샐러드"
잘 먹었습니다ㅏㅏ@,po**님,2023년 4월 15일,맛,5,양,5,배달,5,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","미트소스 파스타, 포테이토 샐러드"
맛있습니다~ 신랑은 속재료가 많다며 좋아하네요~^^,jo**님,2023년 4월 15일,맛,4,양,4,배달,3,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),[담백]도로시 크림 파스타/1(토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),＋볶음김치 추가/1","도로시 크림 파스타, 포테이토 샐러드, 투움바 파스타"
잘 먹었어요~~~~,vv**님,2023년 4월 14일,맛,4,양,4,배달,4,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드))","투움바 파스타, 단호박 샐러드"
과음해서주문했는데얼큰하게잘먹었습니다.,mi**님,2023년 4월 14일,맛,4,양,5,배달,5,"속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료수 추가선택(환타파인355mL 추가))","속풀이얼큰 파스타, 포테이토 샐러드"
너무 맛있게 잘 먹었습니다!,mo**님,2023년 4월 13일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋[[인기]]（일반）왕새우 4개 추가),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))",포테이토 샐러드
너무 맛있게 잘 먹었습니다!,mo**님,2023년 4월 13일,맛,5,양,5,배달,5,"[담백]도로시 크림 파스타/1(토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋[[인기]]（일반）왕새우 4개 추가),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）))",도로시 크림 파스타
잘먹었습니다^^ 넘맛있어여,do**님,2023년 4월 11일,맛,5,양,5,배달,5,치킨마요 필라프/1(맵기조절 선택（2）(＋기본)),치킨마요 필라프
"맛있어요!!!뇨ㅛ끼처음먹어봤는데 존맛탱
그냥 크림뇨끼에도 파스타면이들어가나요?",ta**님,2023년 4월 10일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋담백 도로시 크림파스타（맵기x）),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋버팔로윙4개),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(밀키스 355mL)),더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료수 추가선택(코카콜라 355mL 추가)),[인기]매쉬포테이토와 Grilled 스테이크（90g）/1","매쉬포테이토와 Grilled 스테이크, 더블up치즈 뇨끼파스타, 버팔로윙"
양도많고 맛있었어요,jh**님,2023년 4월 9일,맛,5,양,5,배달,0,[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기)),
우삼겹 필라프 강추합니다!,a7**님,2023년 4월 8일,맛,5,양,5,배달,3,"[ 강력추천 ] 우삼겹 （ 필라프 ）/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋Grilled왕새우 2개 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드)),시원~한 생맥주 4캔 /1",단호박 샐러드
리조또는 처음 먹어봤는데 맛있네요.잘 먹었습니다,la**님,2023년 4월 8일,맛,5,양,5,배달,5,"쉬림프&베이컨 로제리조또/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",쉬림프&베이컨 로제리조또
첫 주문인데 맛잇게 먹었습니다 ㅎㅎ 또 시킬게요,sm**님,2023년 4월 8일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋계란후라이 추가))",
맛있습니다!! 매콤하고 양도 많아요,xx**님,2023년 4월 8일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드))",단호박 샐러드
맜있게잘먹었습니다^^,do**님,2023년 4월 7일,맛,5,양,5,배달,5,"[ 강력추천 ] 우삼겹 （ 필라프 ）/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",
여기가 오일파스타는 초최고,ak**님,2023년 4월 5일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본)),＋버팔로윙2개＋가라아게2개/1","버팔로윙, 가라아게"
잘먹었습니다~~~~~,ki**님,2023년 4월 4일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기)),＋치킨 가라아게 6개/1","쉬림프 알리오올리오, 가라아게"
항상 맛있게 먹고 있습니다!,mo**님,2023년 4월 1일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）))",
여기 투움바 미쳤습니다.. 꼭 드세요,jh**님,2023년 4월 1일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋스파게티면（기본）),맵기조절 선택（2）(＋1단계] 신라면 맵기))",투움바 파스타
파스타는 늘 여기서만 시켜요!! 진짜 너무 맛있어오,al**님,2023년 3월 31일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프&베이컨 로제파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋새우튀김4개（＋스윗칠리）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋ 환타 파인 355mL))","쉬림프&베이컨 로제파스타, 새우튀김"
잘 먹었습니다 ㅎㅎㅎ,po**님,2023년 3월 29일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))",포테이토 샐러드
ㅓㅓㅓㅓ3ㄷ쇼ㅛㅛㅛㅎㅎㅎ,da**님,2023년 3월 28일,맛,5,양,5,배달,5,[인기]단호박샐러드와 Grilled 쉬림프 （6개）/1(＋[인기]Grilled 왕새우 추가선택(＋Grilled 왕새우 2개 추가)),
오늘도 잘 먹었습니다.,la**님,2023년 3월 28일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",쉬림프 알리오올리오
담백하니 부담없이 먹을 수 잇읍니다,kj**님,2023년 3월 27일,맛,5,양,5,배달,5,[담백]도로시 크림 파스타/1,도로시 크림 파스타
"3단계 매운맛시켰는데 매운맛마니아로써 좋아요~ 얼얼~
맛도있고 감튀도 바삭바삭 굿??",ji**님,2023년 3월 26일,맛,5,양,5,배달,0,[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋3단계] 너~무매워)),
"양도많고너무맛있어요~엄청큰 새우보고 반했어요!!!
잘먹었습니다 ♡♡",se**님,2023년 3월 26일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋쉬림프 알리오올리오),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋（담백）도로시 크림파스타（맵기x）),메뉴2） 맵기 선택(＋기본]),메뉴2） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),（세트）사이드메뉴 선택1(＋버팔로윙2개＋치킨가라아게2개),음료수 추가선택(코카콜라 355mL 추가)),[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋스파게티면（기본）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）))","쉬림프 알리오올리오, 포테이토 샐러드, 투움바 파스타, 단호박 샐러드, 버팔로윙, 가라아게"
잘 먹었습니다. 맛있습니다!,mo**님,2023년 3월 26일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프 알리오올리오, 포테이토 샐러드"
맛있어요,wi**님,2023년 3월 26일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기))",투움바 파스타
항상 잘 먹고있습니다. 밋집입니다!!,mo**님,2023년 3월 26일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋[[인기]]（일반）왕새우 4개 추가),토핑 옵션 추가선택(＋타코야끼 4알[토핑／소스X))",타코야끼
맛있게 잘 먹었습니다.,la**님,2023년 3월 25일,맛,5,양,5,배달,5,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋NEW／／치킨너겟 4개),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","미트소스 파스타, 포테이토 샐러드, 치킨너겟"
차돌도 로제도 맛있게 잘 먹었습니다~,ri**님,2023년 3월 24일,맛,5,양,5,배달,5,"차돌 알리오올리오/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프&베이컨 로제파스타, 포테이토 샐러드"
맛있게 잘 먹었어요~.,ls**님,2023년 3월 23일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),[ 강력추천 ] 차돌 （ 필라프 ）/1(맵기조절 선택（2）(＋기본))",더블up치즈 뇨끼파스타
"새우가 크고 탱글탱글 해서 넘 좋아요.
기본맛은 조금 심심해서 담엔 매운맛 도전!!
스테이크도 맛있어요~ 잘 먹었습니다!!",se**님,2023년 3월 22일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","포테이토 샐러드, 투움바 파스타"
딱 제가 좋아하는 정도 맵기~~ 맛있어용,wo**님,2023년 3월 22일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",더블up치즈 뇨끼파스타
알리오 파스타 넘맛나요,ak**님,2023년 3월 21일,맛,5,양,5,배달,5,"차돌 알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))",포테이토 샐러드
치즈볼 진짜 맛있어요 감자튀김도 너무너무 맛있고 파스타는 좀 맵게 먹었으면 더 맛있었을 것 같아요!,ji**님,2023년 3월 21일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),메뉴1） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),메뉴1） 추가선택(＋메뉴1）[[인기]]（일반）왕새우 4개 추가),메뉴1） 추가선택(＋메뉴1）육즙가득 통 소세지（토핑）),둘이서 콤보 메뉴 선택2(＋（감동）투움바 파스타),메뉴2） 맵기 선택(＋기본]),메뉴2） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),（세트）사이드메뉴 선택1(＋타코야끼 8알),음료수 추가선택(티즐 （복숭아） 500mL)),＋치즈볼 4알/1","투움바 파스타, 단호박 샐러드, 타코야끼, 치즈볼"
"배달 12분컷 무슨일이죠..?
시간 대비 너무 뜨겁고 맛있어요ㅠㅠ
요근래 먹은 배달중 탑3에 들어요
특히 매콤크림 짱입니다!!",ji**님,2023년 3월 21일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프&베이컨 로제파스타, 포테이토 샐러드"
리뷰가 늦었네요 잘 먹었습니다~~~,sa**님,2023년 3월 20일,맛,5,양,5,배달,5,"치킨마요 필라프/1(맵기조절 선택（2）(＋기본)),시원~한 생맥주 2캔 /1",치킨마요 필라프
항상 부담 없이 잘 즐기고 있습니다,kj**님,2023년 3월 18일,맛,5,양,5,배달,5,[담백]도로시 크림 파스타/1,도로시 크림 파스타
"맛있게 잘 먹었습니다.
근데 모닝빵과 딸기쨈이 없네요.
화나서 리뷰를 시작했지만, 내돈 100원일 뿐인데요 뭐. 사업 번창하세요~.",ab**님,2023년 3월 18일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),토핑 옵션 추가선택(＋계란후라이 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),[인기]매쉬포테이토와 Grilled 스테이크（90g）/1,시원~한 생맥주 4캔 /1","매쉬포테이토와 Grilled 스테이크, 투움바 파스타"
오랜만에 생각나서 먹었는데 맛있었습니다,a0**님,2023년 3월 18일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋베이컨 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",
맛있게 잘 먹었습니다.,gs**님,2023년 3월 17일,맛,5,양,5,배달,0,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프&베이컨 로제파스타, 포테이토 샐러드, 투움바 파스타"
"먹을만합니다.,.,",pu**님,2023년 3월 17일,맛,4,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋차돌 알리오올리오),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","육즙가득 통소세지, 포테이토 샐러드"
맛있게 잘 먹었습니다,se**님,2023년 3월 16일,맛,5,양,5,배달,5,"차돌 알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))",포테이토 샐러드
배달음식 진짜 잘 안시켜먹고 한달에 한번 먹을까말까 하는데 3월달에 여기에서 3번이나 시켜먹었네요ㅋㅋㅋㅋㅋ,54**님,2023년 3월 11일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋스파게티면（기본）),맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","포테이토 샐러드, 투움바 파스타"
맛있어요오오오 :),da**님,2023년 3월 11일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기)),치즈볼 로제 파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기)),＋[ 강력추천 ]타코야끼 8알/1","투움바 파스타, 타코야끼, 치즈볼"
맛있게 먹었습니당 :),sm**님,2023년 3월 10일,맛,5,양,5,배달,5,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋Grilled왕새우 2개 추가),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드))","미트소스 파스타, 단호박 샐러드"
고기 양도 많고 양념도 맛있어욯ㅎ,ao**님,2023년 3월 10일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개))","쉬림프&베이컨 필라프, 투움바 파스타, 단호박 샐러드, 치킨너겟"
맛있어용~~!!!!,kj**님,2023년 3월 10일,맛,5,양,5,배달,5,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),[ 강력추천 ]투움바 크림리조또/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))","베이컨 토마토파스타, 투움바 크림리조또, 포테이토 샐러드"
굿????맛있게 잘 먹엇어요!,손님,2023년 3월 10일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프 알리오올리오),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),（세트）사이드메뉴 선택1(＋버팔로윙4개),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드),음료 선택(＋트레비탄산수（자몽）300mL))","쉬림프 알리오올리오, 단호박 샐러드, 버팔로윙"
